Date,Open,High,Low,Close,AdjClose,Volume
"Sent: b'[2/27/1998, 0.301042, 0.331771, 0.299219, 0.320833, 0.320833,494136000]' on port 9999. Hit CTRL-c to stop."
"Sent: b'[3/2/1998, 0.316146, 0.321875, 0.3125, 0.317708, 0.317708,219144000]' on port 9999. Hit CTRL-c to stop."
"Sent: b'[3/3/1998, 0.314583, 0.315625, 0.297917, 0.298958, 0.298958,160320000]' on port 9999. Hit CTRL-c to stop."
"Sent: b'[3/4/1998, 0.3, 0.309375, 0.291667, 0.30599, 0.30599,146280000]' on port 9999. Hit CTRL-c to stop."
"Sent: b'[3/5/1998, 0.298958, 0.325781, 0.296875, 0.3125, 0.3125,240024000]' on port 9999. Hit CTRL-c to stop."
"Sent: b'[3/6/1998, 0.315104, 0.320833, 0.307292, 0.319792, 0.319792,117744000]' on port 9999. Hit CTRL-c to stop."
"Sent: b'[3/9/1998, 0.320313, 0.357292, 0.319792, 0.347917, 0.347917,461112000]' on port 9999. Hit CTRL-c to stop."
"Sent: b'[3/10/1998, 0.35625, 0.367708, 0.345313, 0.346289, 0.346289,495000000]' on port 9999. Hit CTRL-c to stop."
"Sent: b'[3/11/1998, 0.341667, 0.34375, 0.326042, 0.331771, 0.331771,246984000]' on port 9999. Hit CTRL-c to stop."
"Sent: b'[3/12/1998, 0.328125, 0.338021, 0.321354, 0.327083, 0.327083,195984000]' on port 9999. Hit CTRL-c to stop."
"Sent: b'[3/13/1998, 0.331771, 0.336979, 0.323958, 0.327865, 0.327865,130464000]' on port 9999. Hit CTRL-c to stop."
"Sent: b'[3/16/1998, 0.33151, 0.336458, 0.329167, 0.329167, 0.329167,66240000]' on port 9999. Hit CTRL-c to stop."
"Sent: b'[3/17/1998, 0.332292, 0.334375, 0.324479, 0.332813, 0.332813,62016000]' on port 9999. Hit CTRL-c to stop."
"Sent: b'[3/18/1998, 0.330208, 0.357292, 0.330208, 0.355469, 0.355469,273192000]' on port 9999. Hit CTRL-c to stop."
"Sent: b'[3/19/1998, 0.355729, 0.364583, 0.348958, 0.35, 0.35,242304000]' on port 9999. Hit CTRL-c to stop."
"Sent: b'[3/20/1998, 0.35, 0.353646, 0.346354, 0.35, 0.35,128256000]' on port 9999. Hit CTRL-c to stop."
